,name,description,ability,related_subjects,type
49,체육탐구,"고등학교 체육 탐구 과목은 운동이나 스포츠의 다양한 가치와 역할, 체육에 대한 심화된 지식을 이해하고 체육 활동을 인문적, 자연적 관점에서 종합적으로 학습함으로써 체육을 통해 건전한 사회 변화를 추구하고 지속적으로 실천하는 인간상을 추구한다.
체육탐구는 체육계열의 학과로 진로를 선택하거나 체육관련 분야로 진출하고자 하는 학생들의 기본적인 소양을 함양하는 데 적합한 과목이다.","건강관리능력, 신체수련능력, 경기수행능력, 신체표현능력","['스포츠 개론', ' 체육과 진로 탐구', ' 체육 지도법 등 전문 교과 Ⅰ 14개 과목']",common
50,음악,"음악은 다양한 음악 활동을 통해 음악의 아름다움을 경험하고, 음악성과 창의성을 계발하며, 음악의 역할과 가치에 대한 안목을 키움으로써 음악을 삶 속에서 즐길 수 있도록 하는 과목이다. 음악교과의 구성은 표현, 감상, 생활화의 영역으로 활동의 내용을 구분하였다. 첫째, 표현영역은 다양한 음악 경험을 통해 소리의 상호작용과 음악의 표현방법을 이해하여 노래, 연주, 음악 만들기, 신체표현 등의 다양한 방식으로 표현하도록 하는 활동이다. 둘째, 감상영역은 다양한 음악을 듣고 음악 요소의 개념, 음악의 종류와 배경을 파악하여 음악을 이해하고 비평하는 능력을 기르는 활동이다. 셋째, 생활화영역은 음악을 생활 속에서 활용하고 음악이 삶에 주는 의미에 대해 이해함으로써 음악을 즐기는 태도를 갖도록 한다.","음악적 감성 역량, 음악적 창의·융합 사고 역량, 음악적 소통 역량, 문화적 공동체 역량, 음악정보처리 역량, 자기관리 역량","['음악 연주', ' 음악감상과 비평', ' 합창', ' 합주', ' 음악사', ' 시창·청음', ' 음악전공 실기', ' 공연실습 ']",common
51,미술,"중학교에서 익힌 미술의 효과적 활용 능력을 바탕으로 주제와 매체를 확장하여 창의적으로 표현하는 능력과 미술의 다원적 가치를 이해하고 판단하는 능력을 기르며, 미술 활동을 통해 자기를 계발하고 미술문화를 폭 넓게 향유하며 발전시키는 데 중점을 둔 과목이다.","미적 감수성, 시각적 소통 능력, 창의·융합 능력, 미술 문화 이해 능력, 자기 주도적 미술 학습 능력","['미술 → 미술 창작', ' 미술 감상과 비평', ' 드로잉', ' 평면조형', ' 입체조형', ' 미술이론', ' 미술사', ' 매체미술', ' 미술 전공 실기', ' 디자인 제도', ' 디자인 일반', ' 조형', ' 색채 관리', ' 컴퓨터 그래픽', ' 공예 일반', ' 공예 재료와 도구 등']",common
52,연극,"연극은 소통과 협동으로 이루어지는 융·복합예술로서 각 분야별 참여자들이 함께 문제를 해결하는 협동의 예술이고, 여러 예술 요소들이 모여 하나의 작품을 이루는 융·복합의 예술이다. 연극교과의 '표현' 영역에서는 몸과 말을 자유롭고 창의적으로 활용하여 상황에 적합한 다양한 표현을 익히고 타인과 공감하며 소통하는 능력을 기른다. '체험' 영역에서는 공연을 위해  각 구성원들이 협의하고, 문제를 함께 해결하면서 상상력과 창의력을 바탕으로 작품을 완성해 가는 협력적 체험활동을 한다. '감상' 영역에서는 연극에 대한 이해를 바탕으로 감상의 의의와 태도를 학습하고, 개인적·사회적 맥락 속에서 연극 작품의 의미를 찾아봄으로써 연극 문화를 즐길 수 있는 태도를 갖추도록 한다. '생활' 영역에서는 연극의 생활화를 위하여 일상 속에 존재하는 연극적 요소를 찾아보고, 연극과 직간접적으로 연결되는 여러 진로를 알아보며, 연극이 인문, 사회, 기술 및 다른 예술 분야와 융합하고 확장되어가는 양상을 탐구한다.","소통 능력, 협업 능력, 창의적 구성 능력, 연극적 상상력","['(전문과목Ⅰ)연극의 이해', ' 연극 감상과 비평', ' 영화 감상과 비평', ' 영화의 이해', ' 시나리오', ' 사진의 이해', ' 영상제작의 이해', ' 영화제작실습', ' 연극제적 실습', ' 영화기술', ' 무대기술', ' (전문과목Ⅱ)문화 콘텐츠 산업 일반', ' 미디어 콘텐츠 일반', ' 영상 제작 기초 등']",common
53,음악 연주,"'음악 연주'는 성악과 기악의 다양한 연주 형태를 이해하고, 연주 활동을 통하여 조화로운 소리를 경험함으로써 창의적 표현과 음악적 소통 역량을 기르는 진로 선택 과목이다. 음악 연주 교과의 목표는 바른 발성, 호흡, 주법, 태도 등의 음악 연주 기능을 익혀 악곡의 요소와 개념을 이해하여 음악적인 자기표현 능력을 향상시키는 것이다. 또한 음악 연주를 통해 발표 예절을 익혀 자신 및 다른 사람의 연주를 듣고 연주자의 표현 능력 및 태도에 대해 분석하고 비평하며 상호 소통하는 즐거움을 느끼고, 타인의 연주에 대해 존중하는 태도를 기르도록 하였다. 음악 연주 교과의 성취 기준은 학생들이 소리의 세계와 감정의 조화를 경험함으로써 협동심과 예술적 감수성, 심미안을 기르도록 하였다. 학생들은 이 과목을 통하여 음악 연주의 다양한 특성을 폭넓게 이해하고, 악기 소리 및 성부간의 조화와 균형에 유의하여 창의적으로 표현하도록 하여 타인과의 상호 소통과 조화를 통하여 음악의 미적 가치와 즐거움에 대한 탐구 자세를 공유하는 태도를 기르도록 구성하였다.","음악적 감성 역량, 음악적 창의·융합 사고 역량, 음악적 소통 역량, 문화적 공동체 역량, 음악정보처리 역량, 자기관리 역량","['음악 연주', ' 음악감상과 비평', ' 합주', ' 합창', ' 합주', ' 음악사', ' 음악이론', ' 시창․청음', ' 음악전공 실기', ' 공연실습 ']",common
54,음악 감상과 비평,"'음악 감상과 비평'은 다양한 음악을 감상하고, 음악이 지니는 가치를 해석하고 평가함으로써 음악적 감수성과 음악에 대한 안목을 기르는 과목이다. 음악 감상과 비평 교과는 다양한 음악 감상을 통하여 음악미를 체험하고 음악적 정서를 함양하여 다양한 음악의 특징과 가치에 대해 개방적 태도로 수용하고 비판적으로 사고하는 음악적 감수성을 기르도록 하였다. 또한 다양한 시대, 지역 및 종류의 음악을 역사적·문화적 맥락 속에서 이해하고 감상하도록 하여 음악 현상에 대한 다양한 가치를 이해하여 음악에 대한 비평적 안목을 기르도록 하였으며, 다양한 음악 문화를 존중하고 수용하는 태도와 음악에 대한 생각과 느낌을 자신의 언어로 표현함과 동시에 타인의 표현을 이해하고 공감하는 소통 능력을 기르도록 구성되었다.","음악적 감성 역량, 음악적 창의·융합 사고 역량, 음악적 소통 역량, 문화적 공동체 역량, 음악정보처리 역량, 자기관리 역량","['음악 연주', ' 음악감상과 비평', ' 합창', ' 합주', ' 음악사', ' 시창․청음', ' 음악전공 실기', ' 공연실습']",common
55,미술 창작,"중학교 '미술' 교과에서 심화, 확장된 다양한 창작 활동을 통하여 미술을 이해하고, 창조적이고 문화적인 삶을 살아갈 수 있는 능력과 태도를 기르는데 목적이 있다.","미적 감수성, 시각적 소통 능력, 창의․융합 능력, 자기 주도적 미술 학습 능력","['미술 → 미술 창작', ' 미술 감상과 비평', ' 드로잉', ' 평면조형', ' 입체조형', ' 미술이론', ' 미술사', ' 매체미술', ' 미술 전공 실기', ' 디자인 제도', ' 디자인 일반', ' 조형', ' 색채 관리', ' 컴퓨터 그래픽', ' 공예 일반', ' 공예 재료와 도구 등']",common
56,미술 감상과 비평,'미술 감상과 비평' 과목은 중학교까지의 미술과 교육과정을 통한 미술의 종합적인 이해를 토대로 미술의 역사와 비평에 관심이 있거나 인문학적인 소양을 기르고자 하는 학생을 대상으로 한다.,"미적 감수성, 시각적 소통 능력, 미술 문화 이해 능력, 자기 주도적 미술 학습 능력","['미술 → 미술 창작', ' 미술 감상과 비평', ' 드로잉', ' 평면조형', ' 입체조형', ' 미술이론', ' 미술사', ' 매체미술', ' 미술 전공 실기', ' 디자인 제도', ' 디자인 일반', ' 조형', ' 색채 관리', ' 컴퓨터 그래픽', ' 공예 일반', ' 공예 재료와 도구 등']",common
57,기술·가정,"초등 실과, 중학교 기술·가정 교과와 연계하여 현재와 미래의 행복하고 건강한 가정생활과 창조적인 기술의 세계를 주도할 수 있도록 교과 역량을 기르는 과목이다. ","실천적 문제해결능력, 생활자립능력, 관계형성능력, 기술적 문제해결능력, 기술시스템설계능력, 기술 활용능력","['아동발달', ' 식품과 영양', ' 식품과학', ' 건축일반', ' 기초제도', ' 패션 디자인의 기초', ' 의복구성의 기초', ' 패션 마케팅', ' 재배농업 생명 과학', ' 공학 일반', ' 창의 경영', ' 해양 문화와 기술', ' 가정과학', ' 지식 재산 일반']",common
58,정보,"컴퓨터과학의 기본 개념과 원리 및 기술을 바탕으로 실생활과 다양한 학문 분야의 문제를 창의적이고 효율적으로 해결하기 위한 학문 분야이며, 정보 교과는 컴퓨터 과학적 지식과 기술의 탐구와 더불어 실생활의 문제 해결을 위해 새로운 지식과 기술을 창출하고 이를 통합적으로 적용하는 능력과 태도를 함양하는 과목이다.","정보문화소양, 컴퓨팅 사고력, 협력적 문제해결력","['지식 재산 일반', ' 공학 일반', ' 창의 경영', ' 가정과학', ' 전기전자기초', ' 컴퓨터구조', ' 프로그래밍', ' 컴퓨터 그래픽', ' 건축일반', ' 기초제도', ' 패션 디자인의 기초', ' 의복구성의 기초', ' 패션 마케팅', ' 재배']",common
59,농업 생명 과학,"기술·가정과 연계되는 진로 선택 과목으로 농업을 현대적 시각으로 조명하고, 직업으로서의 농업을 탐색하는 기회를 제공하며, 농업에 응용되는 과학적 지식과 기술을 습득하게 함은 물론, 농산물의 현명한 소비자가 되고, 농업에 관한 올바른 정책을 이해하는 민주 시민의 자질을 기르는 과목이다.","창의융합 사고 능력, 문제해결능력, 자기관리능력, 정보처리능력, 진로 개발능력","['공학 일반', ' 창의 경영', ' 해양 문화와 기술', ' 가정과학', ' 지식 재산 일반', ' 심리학', ' 철학', ' 재배', ' 농업 이해', ' 농업경영', ' 생명공학기술', ' 식품과 영양', ' 식품과학', ' 식품 가공 기술', ' 식품 위생', ' 식품분석']",common
60,공학 일반,"기술·가정과 연계되는 진로 선택 과목으로 학습과 실험을 통하여 지식 기반 사회의 창조 경제 시대에 필요한 공학적 사고를 풍부하게 하고, 공학의 원리가 산업기술에 어떻게 응용되고 활용되었는지 안내함으로써 학생의 미래 직업 선택을 위한 다양한 정보와 체험의 기회를 제공하여 취업과 진로 선택의 능력을 함양하도록 한다.","공학 소양, 창의력, 문제해결능력, 자기 관리능력, 정보처리능력, 진로계발능력","['농업 생명 과학', ' 창의 경영', ' 해양 문화와 기술', ' 가정과학', ' 지식 재산 일반', ' 심리학', ' 철학', ' 공업 일반', ' 기초 제도', ' 건축 일반', ' 조경', ' 건축 기초 실습', ' 기계제도', ' 재료 일반', ' 전자 기계 이론', ' 자동차 기관', ' 항공기 일반', ' 선박 구조', ' 공업 화학', ' 섬유 재료', ' 염색·가공기초', ' 의류 재료 관리', ' 전기 회로', ' 전기 기기', ' 자동화 설비', ' 식품 과학', ' 식품 가공 기술', ' 식품 분석', ' 인쇄 일반']",common
61,창의 경영,"기술·가정과 연계되는 진로 선택 과목으로 창의적 사고를 바탕으로 한 경영에 대한 기본적인 개념을 이해하고, 창의적 경영 마인드를 갖고 일상생활에서 직면하는 문제를 해결할 수 있는 역량을 키워주며, 학생들이 자신의 적성과 소질에 맞는 진로를 발견하여 취업 및 대학의 경상계열 학과에 진학하여 학습을 계속하는 데 필요한 기본 소양을 갖추게 하는 과목이다.","창의융합 사고 능력, 문제해결능력, 의사소통능력, 정보 능력, 대인 관계 능력, 직업 윤리, 조직 이해 능력","['농업 생명 과학', ' 공학 일반', ' 해양 문화와 기술', ' 가정과학', ' 지식 재산 일반', ' 심리학', ' 철학', ' 기업과 경영', ' 세무 일반', ' 창업 일반', ' 전자 상거래 일반', ' 비즈니스영어']",common
62,해양 문화와 기술,"기술	·가정과 연계되는 진로 선택 과목으로 해양과 수상 안전의 중요성을 인식시키고, 미래 해양 과학의 다양한 가능성과 개발을 위한 창의적인 인재 육성의 초석이 되며, 해양 개척을 위한 진취적인 사고와 자질을 갖추게 하여, 해양 개발에 관한 국제적 경쟁력을 지닌 해양 과학 전문 기술인을 양성하는데 중점을 두는 과목이다.","창의융합사고능력, 문제해결능력, 정보처리능력, 자기관리능력, 진로 개발능력","['농업 생명 과학', ' 공학 일반', ' 창의 경영', ' 가정과학', ' 지식 재산 일반', ' 심리학', ' 철학', ' 수산물 유통', ' 양식 생물 질병', ' 해양 환경과 자원', ' 항만 물류 일반', ' 생명공학기술', ' 식품과 영양', ' 식품과학', ' 식품 가공 기술', ' 식품 위생', ' 식품분석']",common
63,가정과학,"초등 실과, 중·고등학교 기술·가정 교과와 연계성이 있는 진로 선택 과목으로, 의식주가족소비생활 각 분야에 대한 심화학습, 실생활 체험학습, 의식주가족소비관련 학과계열의 진로 탐색과 생활자립능력개발, 진로 개발능력을 함양하는 데 중점을 둔다. 학생들의 진로와 적성에 따라 핵심개념과 내용요소를 중심으로 내용을 재구성하여 운영할 수 있다.","관계형성능력, 실천적 문제해결능력, 생활자립능력, 진로 개발능력","['아동발달', ' 식품과 영양', ' 식품과학', ' 식품분석', ' 보건 간호', ' 건축일반', ' 기초제도', ' 패션 디자인의 기초', ' 의복구성의 기초', ' 패션 마케팅', ' 심리학', ' 보건', ' 창의 경영', ' 지식 재산 일반', ' 공학 일반', ' 철학']",common
64,지식 재산 일반,"기술·가정과 연계되는 진로 선택 과목으로 지식 재산 전문적 직업 교육이 아니라, 발명, 특허, 지식 재산의 기본적 소양과 체험에 바탕을 두는 직업 탐색적 교양 교육에 중점을 두고 실생활과 직업 생활에서 새로운 가치를 창출할 수 있는 창의적 사고력, 지식 재산 창출의 체험, 지식 재산을 보호, 활용하는 역량과 태도를 기르는 과목이다.","창의융합사고능력, 문제해결능력, 정보처리활용능력, 의사소통능력, 자기계발능력","['농업 생명 과학', ' 공학 일반', ' 창의 경영', ' 해양 문화와 기술', ' 가정과학', ' 농업경영', ' 생명공학기술', ' 식품과 영양', ' 식품과학', ' 식품 가공 기술', ' 공업 일반', ' 기초 제도', ' 건축 일반', ' 기계제도', ' 재료 일반', ' 전자 기계 이론', ' 자동차 기관', ' 항공기 일반', ' 선박 구조', ' 공업 화학', ' 섬유 재료', ' 염색·가공기초', ' 의류 재료 관리', ' 전기 회로', ' 전기 기기']",common
65,독일어Ⅰ,'독일어 Ⅰ'은 독일어를 처음 배우는 학습자들에게 독일어의 기본 어휘와 구문을 이해하게 하고 이를 상황에 맞게 활용할 수 있는 의사소통 능력을 키우는 과목이다. '독일어 Ⅱ'는 '독일어 Ⅰ'에서 배운 독일어의 기본 어휘와 구문을 확장·심화시켜 이를 상황에 맞게 활용할 수 있는 의사소통 능력을 기르는 과목이다.,"의사소통 능력, 세계시민 의식, 정보 검색 및 활용 능력","['독일어Ⅱ', ' 독일어 회화Ⅰ·Ⅱ', ' 독일어 독해와 작문Ⅰ·Ⅱ', ' 독일어권 문화']",common
66,독일어Ⅱ,'독일어 Ⅰ'은 독일어를 처음 배우는 학습자들에게 독일어의 기본 어휘와 구문을 이해하게 하고 이를 상황에 맞게 활용할 수 있는 의사소통 능력을 키우는 과목이다. '독일어 Ⅱ'는 '독일어 Ⅰ'에서 배운 독일어의 기본 어휘와 구문을 확장·심화시켜 이를 상황에 맞게 활용할 수 있는 의사소통 능력을 기르는 과목이다.,"의사소통 능력, 세계시민 의식, 정보 검색 및 활용 능력","['독일어Ⅱ', ' 독일어 회화Ⅰ·Ⅱ', ' 독일어 독해와 작문Ⅰ·Ⅱ', ' 독일어권 문화']",common
67,한문Ⅰ,"한문은 고전 문언문으로 한자문화권에서 공통적으로 사용되던 국제적 표기수다의 하나였다. 따라서 원활한 언어생활과 다른 교과에서 사용하는 학습용어를 바르게 이해하기 위해서는 한문 학습이 필요하다. 그리고 전통문화의 계승, 건전한 가치관과 바람직한 인성함양, 한자문화권의 상호이해와 교류에 도움을 주는 교과이다. 한자어와 고사성어를 기초로 속담 및 단문의 이해, 문학·역사·철학관련 인물의 일화나 기록, 주장, 작품을 해석하고 이를 기반으로 문장에 담긴 의미나 교훈을 파악하는 활동으로 이루어져 있다.","비판적·창의적 역량, 자료·정보·활용 역량, 의사소통 역량, 공동체·대인 관계 역량, 문화 향유 역량, 자기 성찰·계발 역량","['한문Ⅱ', ' 고전읽기', ' 고전과 윤리', ' 중국어Ⅰ․Ⅱ', ' 고전문학 감상', ' 중국어 독해와 작문Ⅰ·Ⅱ']",common
68,한문Ⅱ,"한문은 고전 문언문으로 한자문화권에서 공통적으로 사용되던 국제적 표기수다의 하나였다. 따라서 원활한 언어생활과 다른 교과에서 사용하는 학습용어를 바르게 이해하기 위해서는 한문 학습이 필요하다. 그리고 전통문화의 계승, 건전한 가치관과 바람직한 인성함양, 한자문화권의 상호이해와 교류에 도움을 주는 교과이다. 한자어와 고사성어를 기초로 속담 및 단문의 이해, 문학·역사·철학관련 인물의 일화나 기록, 주장, 작품을 해석하고 이를 기반으로 문장에 담긴 의미나 교훈을 파악하는 활동으로 이루어져 있다.","비판적·창의적 역량, 자료·정보·활용 역량, 의사소통 역량, 공동체·대인 관계 역량, 문화 향유 역량, 자기 성찰·계발 역량","['한문Ⅱ', ' 고전읽기', ' 고전과 윤리', ' 중국어Ⅰ․Ⅱ', ' 고전문학 감상', ' 중국어 독해와 작문Ⅰ·Ⅱ']",common
69,철학,"철학은 고등학생들이 지금까지 교과별로 흩어져 있는 지식들의 근거와 자기 삶의 의미를 성찰하고, 자아 정체성과 시민적 연대의 관점에서 타인의 삶을 이해하여 공동의 삶을 살아가는 역량을 키우도록 하는 자기 교육의 과정이다.","비판적 사고 역량, 의사소통 역량, 논변 역량, 가치 정립 역량, 타인과의 공감 및 연대 역량","['고전 읽기', ' 고전과 윤리', ' 윤리와 사상', ' 과학사', ' 환경 등 모든 과목', ' 사회 탐구 방법']",common
70,논리학,"논리학은 부당한 추론과 오류를 피하고 정당한 결론을 도출하는 능력을 길러줌으로써 학생들이 장차 합리적으로 생각하고, 토론하고, 의사 결정을 할 수 있는 시민으로 성장하는 데 도움이 되는 과목이다.","자기 관리 능력, 의사소통 능력, 정보 처리 능력","['수학 과제 탐구', ' 사회 문제 탐구', ' 사회 과제 연구', ' 정보 과학', ' 과학 과제 연구', ' 정보 처리와 관리프로그래밍']",common
71,심리학,"심리학은 청소년기 발달 단계를 반영하여 고등학생들의 자아 정체감 확립, 자기 통제력 습득, 진로 개발 능력의 함양을 통한 자기 관리 능력을 개발하고, 과학적인 연구를 통해 얻어진 심리학적 지식을 학습함으로써 개인의 사고와 행동뿐만 아니라 개인차와 관련이 있는 요소들을 이해하여 타인을 이해하고 배려하고 존중할 수 있는 태도를 기름으로써 공동체 의식을 함양하는 과목이다.","자기 관리 능력, 배려의 공동체 의식, 과학적 문제 해결력, 창의․융합적 사고 능력","['생활과 윤리', ' 진로와 직업', ' 사회 문제 탐구', ' 사회과제 연구', ' 인간 발달']",common
72,교육학,"교육학 과목은 학생들로 하여금 과거, 현재, 미래 사회 속에서 이루어지는 교육의 다양한 모습들을 이해하고, 배움과 가르침의 원리를 익혀, 미래의 평생 학습 사회에서 행복한 삶을 영위할 수 있도록 하는 과목이다.","비판적 사고 역량, 문제 해결 역량, 의사소통 역량, 공감 역량",['진로 연계 모든 과목'],common
73,종교학,"종교학 과목은 다종교·다문화 사회에서 종교에 관한 성찰적 안목과 태도를 기르는 데에 주안점을 두고 종교와 연관된 지식, 경험, 생활 등에 관해 스스로 성찰할 수 있는 능력을 기르기 위한 과목이다.","종교 문화 이해력, 비판적 성찰 능력, 의사소통 능력, 다문화 감수성, 윤리적·사회적 실천 능력","['생활과 윤리', ' 사회문화', ' 철학', ' 비교문화', ' 사회과제 연구']",common
74,진로와 직업,진로와 직업은 학생이 고등학교 졸업 전 선택해야 할 진로 진학의 문제를 앞서 생각하고 준비함으로써 대학진학이나 졸업 후 취업 뿐 아니라 앞으로 평생의 삶에서 자신의 진로를 준비하고 대응하기 위해 배울 필요가 있는 교과이다. ,"자아이해와 사회적 역량, 일과 직업 세계 이해 역량, 진로 탐색 역량, 진로 디자인과 준비 역량",['진로 연계 모든 과목'],common
75,보건,"보건은 건강의 가치를 이해하고, 올바른 건강 지식과 자원에 체계적으로 접근하며, 일상생활에서 건강 생활을 실천하고 건강 관리 능력을 증진시킴으로써, 궁극적으로 개인과 공동체의 건강 및 삶의 질을 향상시키기 위한 과목이다.","건강 관리 능력, 건강·안전 위험 인식 능력, 건강 정보·자원 활용 능력, 건강 의사소통 능력, 건강 의사 결정 능력, 건강 사회·문화 공동체 의식","['생활과 과학', ' 공중 보건', ' 간호의 기초', ' 보건 간호', ' 기초', ' 간호 임상 실무']",common
76,환경,"인류가 경험하고 있는 지속불가능성의 확산과 환경위기에 대한 문제의식을 바탕으로, 학생들이 지속가능한 사회의 체계와 삶의 양식을 이해하고 실천하도록 돕기 위한 과목이다. 이 과목은 다양한 환경 사례와 쟁점을 자연과학적, 인문사회적, 예술적 접근을 아우르는 총체적이고 통합적인 관점에서 탐구함으로써 환경 역량을 기르고 지속가능한 사회를 만들어가는 데 적극적으로 참여하는 시민을 기르는 것을 목적으로 한다.","환경 감수성, 환경 공동체 의식, 성찰․통찰 능력, 창의적 문제해결력, 의사소통 및 갈등해결 능력, 환경 정보 활용 능력","['융합과학', ' 사회문제탐구', ' 공학일반', ' 농업생명과학', ' 해양문화와기술', ' 세계문제와 미래사회', ' 생태와 환경', ' 인간과 환경', ' 환경보전']",common
77,실용 경제,"실용 경제는 정보화·세계화의 흐름과 함께 급변하는 현대 경제 환경 속에서 미래의 주역이자 하나의 독립적인 경제 주체가 될 학생들이 일상의 경제생활에 필요한 기초적이고 실천적인 경제 지식을 습득하여, 당면한 개인 및 사회의 경제 문제를 합리적으로 해결할 수 있는 능력을 함양하고 경제생활에 능동적으로 참여하는 시민의 자질을 지니게 하도록 하는 과목이다.","문제 해결 역량, 정보 활용 역량, 의사 결정 역량, 비판적 사고 역량","['경제', ' 경제수학', ' 사회문제탐구', ' 창의경영', ' 국제경제', ' 상업경제', ' 금융일반']",common
78,논술,"논술은 지적 혹은 학문적 탐구 영역에서의 글쓰기라는 점에서 국어 교과목인 '화법과 작문'과도 구별되는 과목으로, 다양한 교과 학습 및 독서 활동 등을 통해 학습한 부분과 학문적 지식을 통합하여 논리적-비판적 사고력, 의사소통 능력 등을 함양하는 교과 통합적 성격을 지닌다.","의사소통 역량, 비판적 사고 역량, 정보 처리 역량, 문제 해결 역량","['심화국어', ' 화법과 작문', ' 논리학', ' 문장론']",common
0,심화 수학Ⅰ,"공통 과목인'수학'을 학습한 후에 선택할 수 있는 전문 교과 과목으로, 수학 일반 선택 과목의 주요 내용을 압축하여 심화 학습하기를 원하는 과학 계열 고등학교, 일반고의 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며,'수학Ⅰ','수학Ⅱ','미적분'의 주요 내용을 압축하고 심화한 것으로'방정식과 부등식','지수함수와 로그함수','삼각함수','수열과 극한','미분'의 5개 핵심 개념 영역으로 구성된다.", ,[],prof
1,심화 수학Ⅱ,"전문 교과 과목인'심화 수학Ⅰ'을 학습한 후에 선택할 수 있는 전문 교과 과목으로 수학 일반 선택과 진로 선택 과목의 주요 내용을 압축하여 심화 학습하기를 원하는 과학 계열 고등학교 학생이나 일반고 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며,''심화 수학Ⅱ'에서 학습한 수학의 지식과 기능은 수학 전문 교과 과목과 대학 수학 학습의 토대가 되고, 자연과학, 공학, 의학 및 이들의 응용 분야를 전공하는 데 학문적 기초가 된다.", ,[],prof
2,고급 수학Ⅰ,"'심화 수학Ⅰ'또는'심화 수학Ⅱ'를 이수하였거나, 과학 계열 고등학교 학생이나 일반고 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 내용은'심화 수학Ⅰ'또는'심화 수학Ⅱ'의 내용을 심화․발전시킨 것으로'벡터','행렬과 선형변환','복소수와 극좌표','그래프'의 4개 핵심 개념 영역으로 구성된다. ", ,[],prof
3,고급 수학Ⅱ,"'고급 수학Ⅰ'을 학습한 후에 선택할 수 있는 전문 교과 과목으로 더욱 심화된 수학을 학습하기를 원하는 과학 계열 고등학교 학생이나 일반고 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 내용은'심화 수학Ⅰ'과'심화 수학Ⅱ'및'고급 수학Ⅰ'의 내용을 심화․발전시킨 것으로'미적분의 활용','급수','수학적 모델링'의 3개 핵심 개념 영역으로 구성된다.", ,[],prof
4,고급 물리학,"물리학에 흥미와 관심이 있는 과학 계열 고등학교 학생이나 일반고의 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며,'물리학Ⅰ'또는'물리학Ⅱ'을 이수한 후에 심화된 수준으로 물리학의 학문적 체계 및 내용을 학습하기 위한 과목이다. ", ,[],prof
5,고급 화학,"'통합과학'을 이수한 과학 계열 고등학교 학생이나 일반고의 과학 과목 중심 교육과정을 이수하는 학생들이 주 대상이며, 심화된 화학 개념과 탐구 원리를 통해 물질의 구조, 성질, 그리고 변화에 대한 체계적 이해를 도모하여 일상생활의 문제뿐만 아니라 장차 자연과학과 공학 분야에 물질에 대한 탐구를 과학적으로 수행하는 능력을 기르기 위한 과목이다.", ,[],prof
6,고급 생명과학,"생명과학에 흥미와 관심이 있는 과학 계열 고등학교 학생이나 일반고의 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며,'생명과학Ⅰ'또는'생명과학Ⅱ'을 이수한 후에 심화된 수준으로 생명과학의 학문적 체계 및 내용을 학습하기 위한 과목이다.", ,[],prof
7,고급 지구과학,"과학 계열 고등학교 학생이나 일반고의 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 심화된 지구과학의 개념을 익혀 창의적 문제 해결력과 과학적 태도를 함양하기 위한 과목이다.", ,[],prof
8,물리학 실험,"'물리학Ⅰ'또는'물리학Ⅱ'을 이수한 과학 계열 고등학교 학생이나 일반고 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 심화된 수준으로 물리학 실험 탐구를 해 봄으로써 이공계로 진학하였을 때 필요한 실험 및 탐구 역량을 기르기 위한 과목이다.", ,[],prof
9,화학 실험,"'고급 화학'을 이수한 과학 계열 고등학교 학생이나 일반고의 과학 과목 중심 교육과정을 이수하는 학생들이 주 대상이며, 심화된 화학 실험의 원리와 기능을 익혀 물질 현상을 체계적으로 탐구함으로써 화학 개념의 심도 있는 이해를 도모하고 장차 자연과학과 공학 분야에 물질에 대한 탐구를 과학적으로 수행하는 능력을 기르기 위한 과목이다.", ,[],prof
10,생명과학 실험,"'생명과학Ⅰ'또는'생명과학Ⅱ'을 이수한 과학 계열 고등학교 학생이나 일반고 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 심화된 수준으로 생명과학 실험 탐구를 해 봄으로써 이공계로 진학하였을 때 필요한 실험 및 탐구 역량을 기르기 위한 과목이다. ", ,[],prof
11,지구과학 실험,"과학 계열 고등학교 학생이나 일반고의 과학 과목 중점 교육과정을 이수하는 학생들이 주 대상이며, 심화된 지구과학의 개념을 익혀 창의적 문제 해결력과 과학적 태도를 함양하기 위한 과목이다.", ,[],prof
12,정보과학,"실천적 성격을 가진 고등학교 과학 계열의 전문 교과 과목으로써, 정보 과목과 연계하여 컴퓨터 과학의 기본 개념과 원리 및 기술을 바탕으로 창의적이고, 효율적으로 다양한 분야의 문제를 해결하는 역량을 기르기 위한 과목이다.", ,[],prof
13,융합 과학 탐구,"과학 계열 고등학교 학생이나 일반고의 과학 과목 중심 교육과정을 이수하는 학생들이 주 대상이며, 토론과 조사를 거쳐 융합과학 소재의 과제를 선정하여 실험 실습을 수행하고 결론을 도출하여 보고서를 작성하는 일련의 연구 과정을 체험하여 과학자가 갖추어야할 창의성과 문제 해결 능력을 기르기 위한 과목이다. 특히, 교과서가 제작되지 않는 과목으로 교육 내용의 선정 및 학습 활동의 구성 등에 있어서 교사의 재량권이 매우 크다.", ,[],prof
